mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_class_weight,param_l1_ratio,param_loss,param_max_iter,param_n_iter_no_change,param_penalty,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.015900897979736,0.10973813087993009,0.05320024490356445,0.060098023979856204,0.0001,balanced,0.049,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.049, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.5611060496440599,0.5233220582456803,0.5653288267090061,0.554195135404434,0.5499867344825802,0.5507877608971521,0.014727704125884734,742
2.5516807079315185,1.1956741880991448,0.03300013542175293,0.056500975118177955,0.0001,balanced,0.049,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.049, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.5630208472895845,0.5316232978057304,0.5739150895680589,0.5588157449912814,0.5593745146761919,0.5573498988661695,0.013961883649240761,630
5.637200403213501,0.4436753713587702,0.035199451446533206,0.059901393453485136,0.0001,balanced,0.049,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.049, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.5578386121457345,0.535961349885675,0.5748018639304391,0.5613134319063379,0.5467728123759727,0.5553376140488318,0.013188008603396435,702
4.150734519958496,2.9194835747508816,0.005002546310424805,0.0006321935096870681,0.0001,balanced,0.049,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.049, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.5643829773931064,0.5273820225898188,0.565926423566977,0.5628914451443009,0.563263576124657,0.556769288963772,0.014731526415145843,652
1.5898000240325927,1.0589280464050024,0.004600095748901367,0.0004902137710920952,0.0001,balanced,0.1,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.1, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.5599236760541995,0.5391567353782402,0.5735308023521236,0.5563458595779509,0.5485286060637435,0.5554971358852516,0.011498667858626313,697
1.4581337928771974,1.4543161169392451,0.004600906372070312,0.000490583421286636,0.0001,balanced,0.1,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.1, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.5616140571826683,0.5271155947171492,0.5533472021251798,0.5586216905092346,0.5594866784007179,0.55203704458699,0.012754363586848349,739
4.280603313446045,2.7447149180917085,0.004400110244750977,0.0004902907183511827,0.0001,balanced,0.1,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.1, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.5582751636789124,0.5362353566693834,0.5766705223667254,0.5612845183445428,0.5461149289917344,0.5557160980102597,0.013771897123773452,686
5.590551471710205,3.9139770347883642,0.004712677001953125,0.00039484960343054616,0.0001,balanced,0.1,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.1, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.5637275918432969,0.5329128786686302,0.5656268004873136,0.5631494430803174,0.563125528463702,0.5577084485086521,0.012431410582879714,614
0.7532686233520508,0.43307244506926834,0.005000019073486328,1.0070186654063642e-06,0.0001,balanced,0.15,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.15, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.5542607876238199,0.5343173091834248,0.5658406598964678,0.5567723346144265,0.5489179436075304,0.5520218069851339,0.010407924414788147,740
3.092933464050293,2.0155511717626435,0.004800558090209961,0.00040018670360623623,0.0001,balanced,0.15,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.15, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.5570570620863368,0.5396546115341698,0.5748375987931512,0.5586255827194762,0.532856421804628,0.5526062553875524,0.014886743206453997,738
2.9501992225646974,2.1711420219299216,0.005800580978393555,0.0015999794503733969,0.0001,balanced,0.15,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.15, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.561926118956385,0.5477523864824874,0.5593149241981097,0.5613606944592718,0.5454300831737157,0.5551568414539939,0.007085708746348765,710
