mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_metric,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2933979511260986,0.05739806743068983,1.735800838470459,0.05372014892707504,ball_tree,10,manhattan,-1,1,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'uniform'}",0.532686246059939,0.5222807089210371,0.5563207438207438,0.5313075082811924,0.5309112848224122,0.5347012983810648,0.01141590043340819,2
0.28279833793640136,0.05499514557390707,1.5296006679534913,0.22889968279099335,ball_tree,10,manhattan,-1,6,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 6, 'weights': 'uniform'}",0.5065617651473457,0.5032709107779574,0.5532859782859784,0.48724466323150534,0.47867635486071036,0.5058079344606994,0.025852996134549663,1177
0.386598539352417,0.12083699421884263,1.461799716949463,0.16950570098152934,ball_tree,10,manhattan,-1,11,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 11, 'weights': 'uniform'}",0.5147921148746686,0.5134250316586816,0.5429256179256179,0.4894874861980125,0.5115051676197472,0.5144270836553455,0.016993086395366116,782
0.36459832191467284,0.0896416295450899,1.51180100440979,0.15895391174335852,ball_tree,10,manhattan,-1,16,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 16, 'weights': 'uniform'}",0.5092385050282683,0.5136876382331829,0.5259182259182259,0.4963838792786161,0.5139630659461728,0.5118382628808932,0.009505546273740919,971
0.30159916877746584,0.12532883274779866,1.4798016548156738,0.172714452953592,ball_tree,10,manhattan,-1,21,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 21, 'weights': 'uniform'}",0.4992370040526343,0.5177667936904393,0.5171690921690922,0.48501334192123663,0.4921305283038665,0.5022633520274538,0.013205555951267094,1236
0.369398307800293,0.1540032015574184,1.423999547958374,0.033988760913924665,ball_tree,10,manhattan,-1,26,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 26, 'weights': 'uniform'}",0.5029118927302746,0.5140786302441074,0.5267527142527142,0.4949875782112624,0.5022637846912543,0.5081989200259225,0.011104344321656242,1120
0.2481985569000244,0.11841401470421667,1.7528012275695801,0.2789702171780237,ball_tree,10,manhattan,-1,31,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 31, 'weights': 'uniform'}",0.4919072397058088,0.5255603732514779,0.535490297990298,0.4976536621273463,0.4936545826556844,0.5088532311461231,0.018067970641037833,1104
0.28299860954284667,0.1351051162560631,1.76334490776062,0.13416479854280602,ball_tree,10,manhattan,-1,36,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 36, 'weights': 'uniform'}",0.49001100715465057,0.5219101418659072,0.5377050127050126,0.5057853330879646,0.4847988038403022,0.5080420597307674,0.019711291676559075,1123
0.3036000728607178,0.09993051757239413,1.7174318313598633,0.08768739972556754,ball_tree,10,manhattan,-1,41,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 41, 'weights': 'uniform'}",0.49336818932306,0.5192957475242036,0.5280030030030028,0.501186970923813,0.4935575258380988,0.5070822873224357,0.014089679678912857,1140
0.2009984016418457,0.07252021445389456,1.878422451019287,0.17403357573417227,ball_tree,10,manhattan,-1,46,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 46, 'weights': 'uniform'}",0.4875869315054786,0.5228263470258346,0.5392440517440515,0.5010834560176665,0.49154294108388863,0.508456745475384,0.019648587672191426,1115
