mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_jobs,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15.078857278823852,0.7381318843649307,2.749400281906128,0.5691249525390041,27,-1,321,2,1,auto,100,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 321, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5435747653116823,0.524172062268333,0.5210714741235613,0.5435049019607843,0.5252767424203206,0.5315199892169363,0.009910574038208445,4928
13.55058913230896,1.435962216247024,3.9828684329986572,1.3631739881423788,27,-1,267,5,1,auto,90,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 267, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.5497143992782944,0.5333279697962906,0.5243546833561303,0.5440853973168214,0.5351730341150283,0.537331096772513,0.008809498532456892,4125
5.894832944869995,3.027176004667873,6.2828198909759525,1.5902781327543034,27,-1,183,10,1,auto,90,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 183, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5525754307457328,0.5362027090526011,0.5214854487639036,0.5447087069855165,0.535371477627651,0.538068754635081,0.010395153505197898,3797
4.268050050735473,0.4898769856003352,5.634998369216919,0.5965186783980816,27,-1,188,2,1,auto,90,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 188, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.5435384790589244,0.5289170435717425,0.5250188020354578,0.5436094356072737,0.5269759149971527,0.5336119350541102,0.00822687056533433,4473
7.664243412017822,1.2794818885293453,4.509826421737671,0.8667746155767801,27,-1,371,10,1,auto,70,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 371, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.5579374224032441,0.5398411693443542,0.5288319867704041,0.54879719582933,0.5384667650256251,0.5427749078745915,0.009876656970148164,2666
4.615370464324951,0.22687566331676254,4.217054033279419,0.48122943603509377,27,-1,113,5,1,sqrt,10,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 113, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5690566467483051,0.541443234539313,0.5403836934674472,0.5480076331803139,0.5540941916446652,0.5505970799160088,0.010467060527233422,679
6.069190406799317,0.3675868019591015,4.22209415435791,0.2797428730690517,27,-1,207,2,1,sqrt,,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 207, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.5443133301178131,0.529871986362624,0.5253569088134267,0.5437250898544536,0.526472795982813,0.5339480222262261,0.00835859993680154,4328
11.136995315551758,1.6669333786346512,5.879380559921264,1.3696117914637467,27,-1,410,10,2,sqrt,20,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 410, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5607688666184338,0.5409068808350328,0.5299886967880406,0.5484446727874452,0.5408879915790926,0.5441994217216091,0.010161887216624504,2308
9.680643081665039,0.6199078496828967,4.981309318542481,0.9613834234247862,27,-1,203,10,4,sqrt,70,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 203, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.5679915056673545,0.5477010830846867,0.5398526184308327,0.5513048912850077,0.5467485461855706,0.5507197289306903,0.009398226347316088,631
9.551930809020996,2.3657320393213563,5.199212312698364,2.15861391052427,27,-1,435,10,2,sqrt,30,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 435, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5598734335503809,0.5392756659822326,0.5296456421060038,0.5453831714173873,0.5394212351814464,0.5427198296474901,0.009950044069399871,2702
6.69956488609314,0.09403028557449544,7.56072244644165,0.2848069807947765,27,-1,356,5,2,sqrt,10,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 356, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5681500486794037,0.5425905650719471,0.5431424248688256,0.5488650314935412,0.5520374971959069,0.5509571134619249,0.009297414125835924,583
11.576815843582153,1.15493087652434,5.634597110748291,0.6514664043406132,27,-1,420,10,2,auto,60,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 420, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5601659565726127,0.5391007680351848,0.5299392177473623,0.5453865075975943,0.5397038014874636,0.5428592502880434,0.009969146390332738,2634
8.97273006439209,0.34040918830841577,6.167637014389038,0.2830502405587045,27,-1,331,2,4,auto,30,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 331, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.5636248738354905,0.5416601079936524,0.5342526905602787,0.5487438169460161,0.5474851598764473,0.547153329842377,0.009701066973086534,1607
