mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_random_state,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01219940185546875,0.0011655662983925653,0.004200792312622071,0.00040025770706775824,best,27,0.6,0.30000000000000004,68,50,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.30000000000000004, 'max_features': 68, 'max_depth': 50, 'criterion': 'gini', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5360706860706861,0.5022796282664704,0.44871989927076233,0.49738394345304604,0.028121632305915308,3660
0.010599660873413085,0.0008000377677082592,0.003800487518310547,0.00040023594946431336,best,27,0.1,0.30000000000000004,24,5,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.30000000000000004, 'max_features': 24, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.4862285485565617,0.4948062255265262,0.4745841995841996,0.4894644828855355,0.4940769109700436,0.4878320735045733,0.007326377105384587,4815
0.014798736572265625,0.008183197017560184,0.006600141525268555,0.003382783607435949,random,27,0.1,0.2,24,50,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.2, 'max_features': 24, 'max_depth': 50, 'criterion': 'gini', 'class_weight': 'balanced'}",0.525851803672387,0.5162699362157809,0.5053534303534304,0.49434118513065883,0.4847804417396779,0.505319359422387,0.01472321303365798,996
0.010399818420410156,0.0010203942064790055,0.06119999885559082,0.10468673518774517,random,27,0.6,0.5,60,5,entropy,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.5, 'max_features': 60, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1983
0.01419987678527832,0.009927294111703058,0.004200124740600586,0.00040011660245801685,best,27,0.5,0.5,36,40,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.5, 'min_samples_leaf': 0.5, 'max_features': 36, 'max_depth': 40, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1983
0.12059903144836426,0.13230390122460875,0.0058001518249511715,0.0027125490560989426,best,27,0.6,0.1,60,30,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.1, 'max_features': 60, 'max_depth': 30, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.54762936012936,0.500282940743467,0.4957190073973034,0.5086961623854883,0.01980533587633787,671
0.07279973030090332,0.10825754479801189,0.059999275207519534,0.11150079313698873,best,27,0.6,0.1,36,30,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.1, 'max_features': 36, 'max_depth': 30, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.54762936012936,0.5023394368789105,0.4957190073973034,0.509107461612577,0.019647068337896943,615
0.06899967193603515,0.10906388506860897,0.10919952392578125,0.12910582643604818,best,27,0.1,0.2,20,30,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.2, 'max_features': 20, 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced'}",0.514812127883124,0.4876224767884967,0.47652171402171406,0.49434118513065883,0.488854204921043,0.49243034174900735,0.012598289004773411,4341
0.0639993667602539,0.10653629551595756,0.058400297164916994,0.09910311091719896,best,27,1.0,0.2,8,15,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 1.0, 'min_samples_leaf': 0.2, 'max_features': 8, 'max_depth': 15, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.4862285485565617,0.5094363295770867,0.5149168399168399,0.4894644828855355,0.4940769109700436,0.4988246223812135,0.011317083066260945,3441
0.00919947624206543,0.0009804257680498297,0.0517998218536377,0.09510021748679655,best,27,0.9,0.30000000000000004,12,45,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.9, 'min_samples_leaf': 0.30000000000000004, 'max_features': 12, 'max_depth': 45, 'criterion': 'gini', 'class_weight': 'balanced'}",0.4862285485565617,0.5094363295770867,0.5149168399168399,0.4894644828855355,0.4940769109700436,0.4988246223812135,0.011317083066260945,3441
0.008799314498901367,0.0007486471703516935,0.004799413681030274,0.00039985368619694907,best,27,0.1,0.5,32,45,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.5, 'max_features': 32, 'max_depth': 45, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1983
0.051398849487304686,0.07930358806157795,0.004400014877319336,0.0004893957026316093,best,27,0.6,0.2,56,5,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.2, 'max_features': 56, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5360706860706861,0.5022796282664704,0.48239336865851734,0.504118637330597,0.017798194549554648,1098
0.009798669815063476,0.0007484944267496301,0.004400300979614258,0.0004897468010198087,random,27,0.5,0.2,16,5,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.5, 'min_samples_leaf': 0.2, 'max_features': 16, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced'}",0.530892580177115,0.5132353713548748,0.48748844998845,0.4865108575634891,0.483904307224175,0.5004063132616208,0.01858100258794353,1943
0.01139988899230957,0.00185456386711094,0.004199504852294922,0.0004001858513518428,random,27,0.9,0.30000000000000004,64,15,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.9, 'min_samples_leaf': 0.30000000000000004, 'max_features': 64, 'max_depth': 15, 'criterion': 'gini', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5090609840609841,0.4945206109679794,0.44871989927076233,0.49043019959140743,0.021616097776438113,4447
0.011396360397338868,0.0023334629544687195,0.003999090194702149,4.672030911985737e-07,best,27,1.0,0.1,52,25,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 1.0, 'min_samples_leaf': 0.1, 'max_features': 52, 'max_depth': 25, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5230624855624855,0.4903432094221568,0.4787209485336551,0.49839522943512177,0.014949671438849682,3525
0.010599517822265625,0.002246199741118943,0.0044001579284667965,0.000490835997072616,random,27,0.1,0.30000000000000004,36,20,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.30000000000000004, 'max_features': 36, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5442827442827443,0.5219773647405226,0.44871989927076233,0.5029659023902682,0.03188115993997841,1288
0.009998893737792969,0.0006333160713456816,0.004000282287597657,9.725607897935455e-07,random,27,0.7000000000000001,0.5,60,20,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.7000000000000001, 'min_samples_leaf': 0.5, 'max_features': 60, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1983
0.012399244308471679,0.0014960384052466113,0.0042002201080322266,0.00039994777403670203,random,27,0.30000000000000004,0.30000000000000004,60,15,entropy,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.30000000000000004, 'min_samples_leaf': 0.30000000000000004, 'max_features': 60, 'max_depth': 15, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5360706860706861,0.5022796282664704,0.44871989927076233,0.49738394345304604,0.028121632305915308,3660
0.009200143814086913,0.0004006397437532999,0.10879955291748047,0.1283597966082237,random,27,0.7000000000000001,0.1,8,50,entropy,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.7000000000000001, 'min_samples_leaf': 0.1, 'max_features': 8, 'max_depth': 50, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5001350878070746,0.5147993393985726,0.47199699699699704,0.4862946264262053,0.44871989927076233,0.48438918997992236,0.022813180053290277,4914
0.008598804473876953,0.001200199240865236,0.004401016235351563,0.0004898432199529919,random,27,0.30000000000000004,0.4,8,35,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.30000000000000004, 'min_samples_leaf': 0.4, 'max_features': 8, 'max_depth': 35, 'criterion': 'gini', 'class_weight': 'balanced'}",0.48180817531395403,0.5,0.49955821205821205,0.5134431358115568,0.44871989927076233,0.488705884490897,0.022377305769807326,4668
0.010999250411987304,1.2379412637469453e-06,0.0585996150970459,0.10869969872472846,random,27,0.1,0.4,68,40,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.4, 'max_features': 68, 'max_depth': 40, 'criterion': 'gini', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5442827442827443,0.5219773647405226,0.44871989927076233,0.5029659023902682,0.03188115993997841,1288
0.009998035430908204,0.0006328628032860429,0.10640044212341308,0.12461214147312548,best,27,0.8,0.30000000000000004,44,20,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.8, 'min_samples_leaf': 0.30000000000000004, 'max_features': 44, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced'}",0.505043278130785,0.4948062255265262,0.5090609840609841,0.4945206109679794,0.44871989927076233,0.49043019959140743,0.021616097776438113,4447
