mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_random_state,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.019599437713623047,0.004715853585533831,0.00819988250732422,0.007413111823777646,best,27,0.6,0.30000000000000004,37,50,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.30000000000000004, 'max_features': 37, 'max_depth': 50, 'criterion': 'gini', 'class_weight': 'balanced'}",0.5370577543163894,0.5349650145806588,0.5420753268915288,0.5516879959787908,0.5478809684043415,0.5427334120343419,0.006319431553319355,602
0.013598918914794922,0.0004900777956864006,0.0050014019012451175,8.609519045480627e-07,best,27,0.1,0.30000000000000004,13,5,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.30000000000000004, 'max_features': 13, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5302108175460222,0.5205505087781279,0.5335390928402729,0.5320067568769795,0.5140193870683853,0.5260653126219577,0.00753472953118798,2274
0.17339978218078614,0.1302360453506687,0.005800819396972657,0.0014701778707921786,random,27,0.1,0.2,13,50,gini,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.2, 'max_features': 13, 'max_depth': 50, 'criterion': 'gini', 'class_weight': 'balanced'}",0.5353908196897024,0.5433991765804653,0.5483520180851391,0.5553828155581652,0.5467830581008093,0.5458615776028563,0.006533078636852039,262
0.20680079460144044,0.09823886221956174,0.051599550247192386,0.0907332975310597,random,27,0.6,0.5,32,5,entropy,balanced,"{'splitter': 'random', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.5, 'max_features': 32, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,3357
0.10119996070861817,0.10813229383763867,0.10560040473937989,0.10534963843493493,best,27,0.5,0.5,20,40,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.5, 'min_samples_leaf': 0.5, 'max_features': 20, 'max_depth': 40, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,3357
0.10659937858581543,0.095639839394295,0.04300036430358887,0.07402906018980963,best,27,0.6,0.1,32,30,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.1, 'max_features': 32, 'max_depth': 30, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5434636735532392,0.5272782498079037,0.5557337411872331,0.5563219502864667,0.5328661282807889,0.5431327486231263,0.011744089503762262,590
0.02299919128417969,0.008438205827046548,0.004400730133056641,0.0004899794275134962,best,27,0.6,0.1,20,30,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.6, 'min_samples_leaf': 0.1, 'max_features': 20, 'max_depth': 30, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5401448770510107,0.5372235300702041,0.5678940400846202,0.5386379710686452,0.5420657106866145,0.545193225792219,0.011463695387432188,447
0.013399553298950196,0.0010188231248231467,0.009799861907958984,0.01060947162278996,best,27,0.1,0.2,11,30,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.1, 'min_samples_leaf': 0.2, 'max_features': 11, 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced'}",0.525662196200327,0.5170752865702862,0.5424838038606846,0.5366268104337923,0.541182421355973,0.5326061036842127,0.009764347389563048,1561
0.012600088119506836,0.0017438277120467966,0.004400062561035156,0.0004898439626347115,best,27,1.0,0.2,5,15,entropy,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 1.0, 'min_samples_leaf': 0.2, 'max_features': 5, 'max_depth': 15, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5226057772180391,0.5125524256596276,0.5240572593449415,0.5336765150706381,0.5416666666666666,0.5269117287919826,0.00996342638161962,1987
0.013399648666381835,0.0027996065019180484,0.004599380493164063,0.0004891428107831915,best,27,0.9,0.30000000000000004,7,45,gini,balanced,"{'splitter': 'best', 'random_state': 27, 'min_samples_split': 0.9, 'min_samples_leaf': 0.30000000000000004, 'max_features': 7, 'max_depth': 45, 'criterion': 'gini', 'class_weight': 'balanced'}",0.5226057772180391,0.5125524256596276,0.5240572593449415,0.5336765150706381,0.5416666666666666,0.5269117287919826,0.00996342638161962,1987
